資源標題,年級,科目/單元,資源連結,doctype,內文
第一次做點心延伸寫作,,,https://drive.google.com/a/junyiacademy.org/file/d/1wL3DF4ITHiyuPHYrGU7X-HMtqhclOmwb/view?usp=drivesdk,docx,"潛伏很久，也來野人獻曝一下~
二年級的老師們已經分享許多數學買賣的應用，我的規劃是配合國第三課第一次做早餐，讓孩子在學校做點心，每個人要交50元材料費，當天每樣食材都會標價(食材老師準備)，孩子要先分組討論採購計畫(每組會給他200元紙鈔)，再填寫錢幣兌換單(因為老師只收剛剛好的金額 ㄏ)，等完成活動後會有一張小日記引導寫作，目前都還只是草案~ 還請各位先進不吝指教囉~(但是腦袋已經開始想像當天的混亂了  哈哈)"
給大海的信(廖文毅),,,https://drive.google.com/a/junyiacademy.org/file/d/1_73eo4qtMDr1vSpD1z9hTE9X6X0DDyAo/view?usp=drivesdk,doc,給大海的信
六上康軒第五課預習單,,,https://drive.google.com/a/junyiacademy.org/file/d/1OWzXHdVCkNcZGh8aW0QE3vpcXZ6x5TwR/view?usp=drivesdk,doc,再放上康軒六上第五課神祕的海底古城預習單。有老師要我分享整學期的預習單，因為要用壓縮檔才能傳上去，這我不太行，可能要找個時間請教一下高人。不過因大家的版本和年級也許都不同，預習單的目的是要孩子能先看完課文，概略的了解內容，所以如果老師們覺得這份文件的格式好用，只要針對自己的授課內容更改提問即可。
第四課 珍珠不見了 預習單,,,https://drive.google.com/a/junyiacademy.org/file/d/1bFYXNXhIgSihn7jqWLpPG2Agaq4NGR7J/view?usp=drivesdk,docx,"二上南一國語，第四課 珍珠不見了
這是作家黃春美寫的童詩
預計把課文延伸做成劇本
所以預習單著重在人物的個性分析與對話的敘寫。"
第三課課文預習單(102上),,,https://drive.google.com/a/junyiacademy.org/file/d/1e5jBecfDDOOHuifLUv9gN9XQsjXveo3J/view?usp=drivesdk,pdf,翰林國語三上第三課課文預習單，如果有需要的老師請笑納~老師們如果還想到甚麼可以改善的也請告訴我；這一課計畫以戲劇方式演出課文內容，之後改編課文內容後再上台一次；第一次發文還請大家多多指教~ : )
寫給老師的一封信,,,https://drive.google.com/a/junyiacademy.org/file/d/1gmlR1n4UhNdKNkR9Nv7D_Sms4JMTcG8x/view?usp=drivesdk,docx,教師節快到了，想讓孩子寫卡片給老師，說出自己的感謝，但又怕內容單調，字太小，所以我先讓孩子跟著學習單引導寫作，完成後，把文章剪下來貼在A4彩色卡紙上，另一面再畫圖彩繪，效果還不錯喔!
六上第三課跑道預習單,,,https://drive.google.com/a/junyiacademy.org/file/d/1Hecks1gwih7MyuwKYf0yBnHKX8-DyX77/view?usp=drivesdk,doc,不知道老師要的是預習單的格式還是每一課完整的預習單？所以先將檔案放上，提問的部分可以自己更改。
第六課溪谷間的野鳥,,,https://drive.google.com/a/junyiacademy.org/file/d/1X7PvuL0RYkwhYtvERxs3z942qIQeRCnb/view?usp=drivesdk,doc,康軒五上國語第六課預習單
研習地圖+交通資訊(成大光復校區),,,https://drive.google.com/a/junyiacademy.org/file/d/1IgwN28TS-kBqb-BiJ5znSCIPjsdu9kn2/view?usp=drivesdk,docx,"有一個很不錯的班級經營研習
請大家幫忙告訴大家喔!
成大榕園建築系旁邊
9/28幸福十課第一堂--教室裡的春天，9-12點，
詳細地點和課程時間表如附加檔案
上網報名如下
https://docs.google.com/forms/d/1tHPh4meFEU-UjwT0hRAqz-4SLQdUKjYcI9wC4aB40UI/viewform?c=0&w=1&usp=mail_form_link"
研習地圖+交通資訊(成大光復校區),,,https://drive.google.com/a/junyiacademy.org/file/d/1QtN5OFpOFDvCNDQCnYj6s3x8vtLQ4xWx/view?usp=drivesdk,docx,"有一個很不錯的班級經營研習
請大家幫忙告訴大家喔!
成大榕園建築系旁邊
9/28幸福十課第一堂--教室裡的春天，9-12點，

詳細地點和課程時間表如附加檔案

上網報名如下
https://docs.google.com/forms/d/1tHPh4meFEU-UjwT0hRAqz-4SLQdUKjYcI9wC4aB40UI/viewform?c=0&w=1&usp=mail_form_link"
二上翰林國語第四課_變得不一樣了 預習單,,,https://drive.google.com/a/junyiacademy.org/file/d/12HFVCEm4cI3Rb85oNliNrfIh6u4Qsfl3/view?usp=drivesdk,pdf,"【二上翰林國語第四課、變得不一樣了 預習單】
註：由於低年級需使用注音字體，因此若有需要Word檔的老師可以在下方留言，我再將檔案傳給您修改使用，謝謝！

　　感謝備課趴中許多老師分享的備課筆記、預習單和學習單，讓我也動腦筋開始設計，創造出最適合班上孩子使用的學習教材，以下是我設計預習單的思考面，與各位老師分享：

第一步、預測課文字詞
　　在預習單發下之前或之後，我都會將課文名稱大大的寫在黑板上，接著發下空白紙，讓孩子藉由課文名稱預測這一課可能會出現的字、詞，每一位小朋友至少要預測10個，
　　例如：翰林版二上國語第二課、身高樹，孩子們所預測的字、詞，真是令我讚嘆不已，各個都充滿了想像力，例如：松鼠、新娘、新郎、雲朵、單槓、樹葉、榕樹、鳥兒、花草、......等。
　　我發現透過預測，不僅能夠讓孩子迫不及待想要看課文(想知道自己預測到幾個)，更能夠激發孩子未來對寫作題目的聯想力、創造力，不再被文本侷限思考而僵化！
　　我不僅會大大的讚美預測神準的孩子，也會讚美預測結果相當獨特的孩子！當我們預測到第三課時，即使孩子先料到老師會這麼做，但也能透過預測，了解孩子還記得多少！
　　當然，這樣的遊戲仍需不斷的變化、帶點挑戰性，才能夠持續給孩子帶來新的學習刺激！

第二步、預習單(我們班叫：任務單)
　　預習單設計目的，就是要讓孩子回家後能預習課文內容，或是先蒐集相關資料等，因此，我將預習單的內容設計的既誇張又有趣，孩子看到題目，不會覺得這是個沉重的功課，反而會想趕快知道究竟課文中，哪個角色能拯救地球？哪個角色會成為大歌星？

第三步、課堂中
　　我會在上課前快速瀏覽孩子們認為最難了解的三個語詞、最難的生字及部首，但是到了上課時，還是會特別問小朋友：你們猜，全班統計出來最難最難最難的是哪一個生字(部首)？讓他們發現：哇！原來同學和我一樣覺得這個字很難，而我有時候也會請覺得這個字不難的小朋友上來寫給大家看！並當成寫字專家教大家寫的時候要注意什麼！
　　
　　這些想法會在腦海中迸出，最感謝的就是不厭其煩讓我叨擾、請教的老師們和這個溫暖的園地！第一年帶班的我教學經驗不豐，還請各位多多指教！"
四上翰林第三課  大海的旋律   張嘉驊,,,https://drive.google.com/a/junyiacademy.org/file/d/1OL-YT73BfrNB6w5WPilOcsb5PUNzfsFg/view?usp=drivesdk,docx,"提問跟前一個老師相去不多,但我有另外提出兩種長作文的方式,供大家參考"
翰林四下第五課  老榕樹下讀報紙  李潼,,,https://drive.google.com/a/junyiacademy.org/file/d/1yLLnkqU6j-uC-iq9oGok2Fia-9L07WQn/view?usp=drivesdk,docx,參考Meiyi Wu加以修改
五上康軒第三課智救養馬人延伸寫作_如果養馬人也有FB,,,https://drive.google.com/a/junyiacademy.org/file/d/14vNSM1mTuhI1a-mkPJwV07QCCgKX-bSV/view?usp=drivesdk,doc,"因為想要用養馬人的立場寫些東西，加上最近剛好教到臉書的使用
所以就結合了兩者，讓養馬人也很趕流行的成了低頭族

攸關性命的時刻不趕快逃命還要先發個文，跟現代人也很像....XD"
四上翰林第四課  海底世界  李宜勳,,,https://drive.google.com/a/junyiacademy.org/file/d/1IS93oJN6XjEAS3n5v7yGFT7c3CZ0WnLJ/view?usp=drivesdk,docx,"內有1~4課關於大海的總整理,主要是長作文:給大海的一封信"
教師及學生各類教學及學習資源---新,,,https://drive.google.com/a/junyiacademy.org/file/d/1tBIJ6PBAXzLjxK7YAbDL5XOnCDEgxAgu/view?usp=drivesdk,doc,"教師及學生各類教學及學習資源
20140916第二版"
篆書寫字教學課程架構說明103年版0918,,,https://drive.google.com/a/junyiacademy.org/file/d/1AGRQhuuX_00d9L7q18Ni3DYfJ084_ydX/view?usp=drivesdk,docx,"想要整理出一套就算沒有書法基礎的老師也可以教,而且學生可以學得很高興的書法教材,篆書是筆法比較簡單卻有圖像意味,所以很適合剛接觸書法的學生.很多資料是從網路搜尋整理來的,所以僅供教學參考.以後再補充一些實際教學照片."
尋找石虎的女孩-記敘文_國小語文翰林版六上第三課(課堂講義),,,https://drive.google.com/a/junyiacademy.org/file/d/1Qd0JdiMYEu60D9WZqeMYB5KCZDXBViOF/view?usp=drivesdk,doc,"交作業時間~~~(總算!!!)
從暑假北上觀課(張輝誠老師)---溫老師的彰化場研習
由手邊的資料出發,張輝誠老師的課堂講義,溫美玉老師的課文長作文,
再參仿揚恩慈校長的國小語文翻轉講義
也來讓我們班試試國語科的自學與共學
第一堂的上課氣氛真的很棒
每位孩子都能從  閱讀/尋找資料>>>彼此討論交流>>>上台發表
整個完全投入在課室內
啟動ing~敢動ing~感動ing
再一次體驗到""做,就對了""的強大力量"
第四課湖濱散記,,,https://drive.google.com/a/junyiacademy.org/file/d/11Iy-kU468bdWBM3GJ-ePGnJJ3WdFCYrP/view?usp=drivesdk,doc,康軒五上國語預習單第四課
第五課火星人你好嗎,,,https://drive.google.com/a/junyiacademy.org/file/d/1Xp9EqEcTg74OG26A2wf_mqvJv0LQYdqh/view?usp=drivesdk,doc,"回饋一下大家, 獻醜了
康軒五上國語預習單第五課"
康軒五上1~3課字音字形,,,https://drive.google.com/a/junyiacademy.org/file/d/1ncPhvvR5Z-SobhmzsgHoeHkut3pQHL1u/view?usp=drivesdk,doc,"打算搭配亮師的漢字好好玩，順便讓學生複習。

時間：作文兩節
工具：漢字好好玩（若有需要我再上傳）、本單
流程：以下流程為預先設想，歡迎給意見～
　　　前五分鐘請學生填寫，可參考語文甲乙本
           (1~2組先寫左邊、3~4組先寫中間、5~7組先寫右邊)
　　　接著五分鐘小組討論，個人截長補短時間
　　　再十分鐘小組提問
　　　提出問題者，若有別組答對，則提問組-1分，答對組+2
　　　若沒有人會，則提問組+1分，老師解答節省時間
　　　＜字音字形學習單結束＞
　　　
　　　接下來十分鐘，個人根據字形學習單填寫漢字好好玩學習單
　　　後十分鐘開放小組討論交流

　　　第二節課各寫各的作文。
　　　
我在想是否該加入心智圖
不然作文不知會不會很恐怖..."
我都帶了嗎_注音,,,https://drive.google.com/a/junyiacademy.org/file/d/1hdiqWGoZul0Z1y64yRba6VNSW5HGSwyA/view?usp=drivesdk,pdf,"這是早期在這裡看到有老師分享的影片中
自己所修改過的文檔
有需要的請自取
一張有 A4 這麼大
建議可以印一半大張即可

小朋友常丟三落四的，做此一清單
有需要的可以下載列印，貼在小朋友書桌旁
自行補充可寫下

制服、體服、便服、名牌…等
社團需帶物品( 若社團時間星期二，寫在二旁 )
其它需補充的都可以寫下。
如有需要原始檔想自己修改可以再給我私訊

以上"
從遊戲中學數學,,,https://drive.google.com/a/junyiacademy.org/file/d/19n3LbyWfpS0-p1lZhcWc-TmkD3RbwbXW/view?usp=drivesdk,docx,二上200以內的數
數學圖畫1,,,https://drive.google.com/a/junyiacademy.org/file/d/1ESNhKVTPXKjUiuKnSn0H4NiCK0J5o4Jp/view?usp=drivesdk,docx,老師們想要的圖畫數學電子檔
社會放大鏡討論1,,,https://drive.google.com/a/junyiacademy.org/file/d/1w_RMXstpgSLH4M2pQ48f6ykWTaK5z8er/view?usp=drivesdk,doc,"不當導師了，就玩社會課吧！小小三，我們一起努力吧！
三年級南一版社會科的第一、第二社會放大鏡討論單"
三年級社會第一_第二單元,,,https://drive.google.com/a/junyiacademy.org/file/d/1pGS5VVh_OeHlsM5a1X9PW5bTEAJB_hU-/view?usp=drivesdk,pdf,三年級南一版社會科的第一、第二單元脈絡圖、學習單
改來改去我最會_課文改寫_,,,https://drive.google.com/a/junyiacademy.org/file/d/10rhTngT338CGEN8oB2S6W-qpxVN8O9ar/view?usp=drivesdk,docx,感謝　Licho Liu 老師提供的好點子，我想說一個單元後當作學習單給孩子練習，就動手做了一下，上傳給各位老師參考用，怕不同的ｗｏｒｄ版本會有格式上或是字型不符的問題，請老師們自己再調整一下唷！
改寫課文L3,,,https://drive.google.com/a/junyiacademy.org/file/d/1gNIeHyRFKc8NSWc_tJ-89tFGEOwvfBhX/view?usp=drivesdk,doc,"今天的國語課共讀了李光福的【明天再寫】
這篇文章對多數孩子都很有共鳴~~
對話也非常多且貼切，
因此採用指引的方法--改寫劇本
但第一次練習，先來個對話練習試水溫。
於是第一節中
我們先共讀課文
再把男女分隊為晶晶和媽媽兩角色，
想不到孩子們愈唸愈起勁
明天再來張對話學習單
之後時間允許的話，不妨來場生活劇。
這主題真的和孩子的生活十分貼切吔！"
我的秘密同學,,,https://drive.google.com/a/junyiacademy.org/file/d/1gsP5_t0W1u-T2dtCePcTbaE4t-V_xl1W/view?usp=drivesdk,doc,"關懷家庭暴力受害學生，小故事「我的秘密同學」分享。
適合中高年級學生閱讀。"
課文改寫,,,https://drive.google.com/a/junyiacademy.org/file/d/1Dw_pXabWv1P-eH_hLFDlDdc1cq9uGn3t/view?usp=drivesdk,pdf,有老師希望我提供電子檔，請笑納!
四上翰林水中奇景預習單一,,,https://drive.google.com/a/junyiacademy.org/file/d/1KhSB4VXCk3R3A2OZ6ADqzArasrdrXk7B/view?usp=drivesdk,doc,參考張寶文老師後修改的版本
劇本與故事體比較,,,https://drive.google.com/a/junyiacademy.org/file/d/1JJbT5oC2Zz31bYRCJWyQZmR2WameoK-v/view?usp=drivesdk,doc,"第一次寫劇本時，可以用這兩個例子讓小朋友比較劇本和故事體有哪些元素不同

這個文件我使用在康軒五上第二課
另，已上傳康軒五上兩課所做的文件至協作平台
去年翰林六上文件也已於暑假傳畢
盼能對各位夥伴有所助益 ^0^"
蚊子歌簡報,,,https://drive.google.com/a/junyiacademy.org/file/d/1U7_Q3P8cr72Rp-fL7xdGblyAiCtHkbia/view?usp=drivesdk,pptx,受到郁璇老師啟發的蚊子歌，上傳第二個版本的蚊子歌ppt
蚊子歌簡報 (1),,,https://drive.google.com/a/junyiacademy.org/file/d/1yRtNvtEXo0vUX05GVW22ThwCgDat3iBV/view?usp=drivesdk,pptx,受到郁璇老師啟發的蚊子歌，上傳第一個版本的蚊子歌ppt
103上時間是甚麼童詩長作文1,,,https://drive.google.com/a/junyiacademy.org/file/d/1S6Zbr7Lf8jZT5w4IlQ6fTQ_U-IBuugpg/view?usp=drivesdk,docx,我也來野人獻曝一下，我設計的是三上翰林的時間是什麼，內容沒有很長，只是希望孩子熟悉作文格式，進行對時間是什麼的發想。如果老師們建議事項一定要留言給我喔~
越南中秋遊記,,,https://drive.google.com/a/junyiacademy.org/file/d/1lipBz6HLj907hISCc0b7IRsQd8yxkQlK/view?usp=drivesdk,docx,"將Maiw Ting Huang老師學生的越南中秋遊記~~~做成閱讀教材~~~
當作假期作業~~~"
麻六甲奇幻之旅,,,https://drive.google.com/a/junyiacademy.org/file/d/1pKak5qt7IKDhuMZ45iztaa1K5Q7QKq6H/view?usp=drivesdk,doc,"國小高年級國語文領域補充教材：麻六甲奇幻之旅

旅遊小說，適合國小高年級學生閱讀，授權各位教育夥伴無償使用。"
麻六甲奇幻之旅,,,https://drive.google.com/a/junyiacademy.org/file/d/1NHXa2UZvbej5jfGT52rrouCg26znSbGn/view?usp=drivesdk,doc,"國小高年級國語文領域補充教材：麻六甲奇幻之旅

旅遊小說，適合國小高年級學生閱讀，授權各位教育夥伴無償使用。"
第一課大地巨人預習單__1到5_(1),,,https://drive.google.com/a/junyiacademy.org/file/d/1ktpG36HFj6Ys2z5ZKKhCISp0-jtwkxTr/view?usp=drivesdk,doc,"這學期開始做的預習單,簡單,孩子容易完成,也能達到預習功效~"
月圓慶中秋活動企劃書,,,https://drive.google.com/a/junyiacademy.org/file/d/18jPcA1EWvUQgRJJz5U5jaUr3ibQj_Vzn/view?usp=drivesdk,doc,"內容取自溫老師的""中秋節活動企劃書""，
和彭遠芬老師的""從唐詩長作文""

活動企劃書，我用A3紙印雙面，
然後對折，就是一本A4書的樣子了

作文我打算用稿紙寫，寫完的稿紙黏成一長條，
再黏進活動企劃書中收折起來(也是從溫老師那學來的)，
就變成一本吐著長長稿紙舌頭的中秋節慶書
(完全是為了到時候班親會有可愛成果可以呈現....)
做完再補照片"
國王的新衣裳,,,https://drive.google.com/a/junyiacademy.org/file/d/1zHlUju33Wq4sE8qgChEKY2N88_Mp3pSx/view?usp=drivesdk,doc,"分享去年二上國語康軒版國王的新衣，
我很喜歡康軒的備課手冊都有附上作文教學，
對於我這種比較沒有idea的老師獲益良多，
今年又增加溫老師的作文教學範例，真的是超棒的。

我根據備課手冊的範例，把劇本格式逐字打出來，
再將小朋友分成六組，請他們把這課的新詩改寫成劇本演戲，
孩子自己分配角色寫劇本、想動作，最後要上台演戲，
這個活動讓孩子學會和人溝通討論、互相合作。
真的很有趣，不過非常花時間，
孩子要利用老師給的零碎時間和下課時間討論排演
最後成果發表時，不能帶劇本，
孩子表演後，會主動要求再來一次，
這應該就是翻轉吧！經由孩子主動的學習，
我相信這課他們一定非常熟，而且還老師很感動

而且經過這一課後，我發現班上孩子非常愛上台，
之後的國語課只要可以演戲的，我都讓他們上台，
孩子們欲罷不能，同一場戲可以演十次，
全班都一定要演到才甘心。"
仁美國小 五年一班 班親會,,,https://drive.google.com/a/junyiacademy.org/file/d/1YkgSRIz2I1gJUd_mP5gfW4YOIAmNaVSs/view?usp=drivesdk,ppt,"在這個社團聽到很多老師無私分享教學經驗十分受用!!!!!!!
身為新手老師，只能靠著各個前輩經驗分享，才不致於""走入暗巷""
因此 在這邊小小貢獻一下 班親會將使用的簡報
因為時間有限、又擔心無法清楚表達，所以將一些想法整理成ppt
打算班親會時播放。
提供一點點想法給還在為班親會傷腦筋的老師～
若簡報有可以再更好的地方，
煩請老師們給予指教，謝謝！！"
翰林四上第2課,,,https://drive.google.com/a/junyiacademy.org/file/d/1Tyr2MzahG5Z4RVwJqRieCiaXg1Z8XhwY/view?usp=drivesdk,doc,8月初於台南佳小由陳麗雲老師及許玉蘭校長指導的備課趴本組成果提供參考
迷宮設計樣本,,,https://drive.google.com/a/junyiacademy.org/file/d/1mwP2H_uaxp7d1StaAW62rEwSKiVhT-n0/view?usp=drivesdk,docx,數學的迷宮設計樣本
數學第一到四單元,,,https://drive.google.com/a/junyiacademy.org/file/d/1dSfxWNTwJXe1ymScXizN74erNnoIP8vw/view?usp=drivesdk,doc,來點數學的，給大家參考：翰林六上第一到第四單元任務單
南一五上國2預習單_海的呼喚_,,,https://drive.google.com/a/junyiacademy.org/file/d/1xjvWnZ8VJffFdLoYmvelviPnD4_YyNNO/view?usp=drivesdk,docx,第一次分享，如果適用，歡迎自由運用。
康軒二上第一課開學日寫作構思,,,https://drive.google.com/a/junyiacademy.org/file/d/1LsTMz6-_1HLb3G3g84gbNtuzRVmYq_Nc/view?usp=drivesdk,docx,"康軒二上第一課開學日寫作構思
第一次嘗試課文讀寫結合，目前只有粗淺的想法，細部還待研究，請大家多多指教。另提供一個圖表-蟲蟲圖，做比較時好用又有趣喔!(最後一頁是空白的圖表喔！)"
第一課    時間是什麼,,,https://drive.google.com/a/junyiacademy.org/file/d/12XSt18AKTbVzUHUimpLUJWsxEnR6Z43z/view?usp=drivesdk,doc,三上翰林第一課學習單~~~提供大家參考唷^^
Who am I,,,https://drive.google.com/a/junyiacademy.org/file/d/1TGbkfZ2GQQoNt1jLnQgNMO2w04WZ5ZFb/view?usp=drivesdk,docx,"分享開學日自我介紹引導寫作單（參考自宜真老師），我的做法是印成五種不同顏色，讓孩子自己抽出喜歡的顏色，拿到同顏色引導單的人，就會被分到同一組，之後再進行寫作。五年級剛編班，同學們彼此還不熟悉，一定都只想跟認識的同學坐在一起，用這種方法，可以達到破冰的效果。

p.s.另外，返校日的時候，我也花了一些時間自我介紹（做ppt)，目的就是為了鋪陳這張寫作引導單，看看他們聽完老師的自我介紹，對老師有什麼感覺？對未來兩年有什麼期待？"
國語第一課,,,https://drive.google.com/a/junyiacademy.org/file/d/1whe06fF_a0QqlbfcvR6uiu8k4vu_QBFr/view?usp=drivesdk,doc,完成國語第一課預習單，希望孩子能動動腦，開啟長作文的先備知識！
第一課藍色的海洋大軍預習單,,,https://drive.google.com/a/junyiacademy.org/file/d/1z8cyhmN9timfqmgFZ7r_45zppQnnNVVm/view?usp=drivesdk,docx,四上翰林第一課預習單
翰林六上封面想像故事,,,https://drive.google.com/a/junyiacademy.org/file/d/1z81yy2zcYvHt7kzNOQEK-u9HAATpl5Cd/view?usp=drivesdk,ppt,"翰林六上課本封面「看圖說故事」
提供老師們修改運用"
六上翰林L1國語預習單-1,,,https://drive.google.com/a/junyiacademy.org/file/d/1cdap6Q6oBe5_5WsFYCDeKdNiKH56R_kf/view?usp=drivesdk,doc,取之於大家太多，感謝！從大家給的檔案，思考及修正後的翰林六上第一課的預習單。
五上康軒課文預測,,,https://drive.google.com/a/junyiacademy.org/file/d/1UYt6Q8P4P6cYwGnGa5Yw95DHPbEjh832/view?usp=drivesdk,doc,103學年度
南一五上第一課,,,https://drive.google.com/a/junyiacademy.org/file/d/1IdLkuIQoWVMdNXzvjNG97T-Yd5Tkqk3M/view?usp=drivesdk,doc,第一次做的課文結構單，不成熟之處再請多多指教，感恩!!
四上翰林第一課藍色的海洋大軍,,,https://drive.google.com/a/junyiacademy.org/file/d/1MDX_7_kfov65jP0_TPm4GCGRCzZeXPbx/view?usp=drivesdk,docx,四上翰林第一課藍色的海洋大軍備課
h6-1-1翰林國語,,,https://drive.google.com/a/junyiacademy.org/file/d/12Qaw72H7yaU6girsNOUv3A8A41DzuWmQ/view?usp=drivesdk,doc,參考April Jang老師的教學和各位老師的分享，調整以往上課著重[閱讀理解]的部分，將比重調整多一些給作文，嘗試設計六上翰林版國語第一課，也請大家多多指教!
四上翰林國語課文預測,,,https://drive.google.com/a/junyiacademy.org/file/d/1J_ACJTwXbmhD_u-BeTHkT53O-iuYiYi3/view?usp=drivesdk,docx,四上翰林國語課文預測
預習單,,,https://drive.google.com/a/junyiacademy.org/file/d/1qNPfg8cqEG6-5ifiMrJQN0xTDiqI2AP3/view?usp=drivesdk,doc,"五上康軒國語預習單。
新學期要用翰林的啊！這就派不上用場了。
內容主要是四年前帶班時編的，兩年前要使用時，又做了微修，內容十分個人風，以逗趣和開發天馬行空的想像為主。
有使用康軒版的，可以斟酌使用！

另外，有「字音字形」方面的事，也可以討論。
參賽多年，也指導多年了。"
國語課文預測單,,,https://drive.google.com/a/junyiacademy.org/file/d/1boikicIPa6vqHwDYCvOGUx1KESmhXlkZ/view?usp=drivesdk,doc,以遠芬老師的「國語預測單」為藍本，就做好南一本的二上「國語預測單」，請大家參考提意見！
五上南一語課文預測,,,https://drive.google.com/a/junyiacademy.org/file/d/1_mJvbSK5pWC3qx02VSrAX4Uj5lJC47ia/view?usp=drivesdk,doc,五上南一課文預測單
鷸蚌相爭-文言文_國小語文南一版六上第二課_課文補充資料new - 楊恩慈(三民國小)中,,,https://drive.google.com/a/junyiacademy.org/file/d/1_GCD_s09U1ITQzhBBACLzO1lCDQ4PVU5/view?usp=drivesdk,doc,"一直在思考國語高年級的文言文及詩詞如何指導學生學習,仔細研究溫ˇ老師的大作及參考張輝誠老師的""學思達翻轉講義""之後,嘗試做了這份資料,希望有助於大家備課.
我的設計理念如下:
1.國小學生初接觸文言文,句讀還是很重要,因此在講義中還是設計了詞義理解及翻譯練習的部分.
2.學習文言文另一個功能是""文化傳承"",所以在講義裡也補充了關於""戰國策"",""蘇代""的資料
3.""鷸蚌相爭""是一則寓言,所以也補充關於寓言的""文體知識""
4.這份講義包含了延伸寫作,共有7頁,如果全部放在課堂上學習,可能會有時間上的困難,因此建議把第二,第三大題當作學生回家作業"
書單,,,https://drive.google.com/a/junyiacademy.org/file/d/18t9QY6yAkVPvFZ8HwjLd75av02sqMcdB/view?usp=drivesdk,pdf,分享書單
二上第三課種子找新家學習單,,,https://drive.google.com/a/junyiacademy.org/file/d/10n5nTOauX2N6eAodwpPw3c5j5ogfn9TA/view?usp=drivesdk,doc,"翰林二上國語第三課：種子找新家
圖片內容取自溫老師102學年二甲課程作品"
新學期新計畫,,,https://drive.google.com/a/junyiacademy.org/file/d/1STJT4J60ONiga6YzbYTruu2-7S5g7Mxk/view?usp=drivesdk,docx,"蘇明進老師之新學期新計畫--國中版
引用自http://www.parenting.com.tw/article/article.action?id=5019995"
我的成長紀錄,,,https://drive.google.com/a/junyiacademy.org/file/d/1fnoHazuu3WzdPXZhsjx5UdXtjOkQ2qL2/view?usp=drivesdk,docx,"蘇明進老師開學之我的成長紀錄
引用自http://blog.roodo.com/oldsu0/archives/6853379.html"
國語五上課文內容預測,,,https://drive.google.com/a/junyiacademy.org/file/d/1gw8Gf8Iz-Ff4j-GHdREF1X7fo7WgYT03/view?usp=drivesdk,doc,幾天前有位老師分享著開學一拿到課本，可以先請小朋友進行課文內容的預測，連自己都覺得很好玩，所以就根據老師所提供的表格內容，揣摩了五上翰林版的課文內容預測單，不過，是否要一次預測14課，可以再斟酌看看。
白小備課---翰林六上第二單元+L6大愛精神不死,,,https://drive.google.com/a/junyiacademy.org/file/d/1UN-NHTkmVotjDr8a8zAYPX4DYTw8ByBB/view?usp=drivesdk,docx,"謝謝那天一起備課的夥伴
新學期，一起加油吧!"
白小備課---五年級康軒版,,,https://drive.google.com/a/junyiacademy.org/file/d/13PYTyB5EQJZRcWi2CZlbhNpwJ599xucW/view?usp=drivesdk,doc,"我將那天我們在白河國小共作的成果打成word檔了~~
對照另一個照片檔一起""服用""~~
希望讓孩子可以對寫作""藥到病除""~~~"
